Label	Primary_ID	Secondary_ID	Date
1371	35624591	H57L1	Unused because on wrong tubes-recycled
1372	44533483	K2M7A	Unused because on wrong tubes-recycled
1373	84617388	1KCEV	Unused because on wrong tubes-recycled
1374	28166996	FUV6M	Unused because on wrong tubes-recycled
1375	52511998	NT1NV	Unused because on wrong tubes-recycled
1376	76359561	X4JK5	Unused because on wrong tubes-recycled
1377	85683671	2869N	Unused because on wrong tubes-recycled
1378	94782983	6Q8NQ	Unused because on wrong tubes-recycled
1379	26994495	FHLG8	Unused because on wrong tubes-recycled
1380	32726249	G58AT	Unused because on wrong tubes-recycled
1381	64143191	S3EYH	Unused because on wrong tubes-recycled
1382	52159216	MMIXY	Unused because on wrong tubes-recycled
1383	32457184	G1ETT	Unused because on wrong tubes-recycled
1384	33659483	GF8W9	Unused because on wrong tubes-recycled
1385	18815252	CX63F	Unused because on wrong tubes-recycled
1386	56196932	P6F3W	Unused because on wrong tubes-recycled
1387	82517377	ZH4MX	Unused because on wrong tubes-recycled
1388	15671565	BTA3Z	Unused because on wrong tubes-recycled
1389	75295973	WI8I3	Unused because on wrong tubes-recycled
1390	76231788	X2MEN	Unused because on wrong tubes-recycled
1391	18214621	CP9G9	Unused because on wrong tubes-recycled
1392	94639544	6MU9E	Unused because on wrong tubes-recycled
1393	66715961	T5RP8	Unused because on wrong tubes-recycled
1394	92149527	58NY5	Unused because on wrong tubes-recycled
1395	46261873	LRU37	Unused because on wrong tubes-recycled
1396	77665239	XNAI1	Unused because on wrong tubes-recycled
1397	21626545	DK3UM	Unused because on wrong tubes-recycled
1398	25664419	EXIFR	Unused because on wrong tubes-recycled
1399	62548514	RD17F	Unused because on wrong tubes-recycled
1400	63962357	S2B6Z	Unused because on wrong tubes-recycled
1401	73256427	VKYI5	Unused because on wrong tubes-recycled
1402	28474766	FXURT	Unused because on wrong tubes-recycled
1403	57415359	QR3W9	Unused because on wrong tubes-recycled
1404	83853346	19Y34	Unused because on wrong tubes-recycled
1405	93254351	5RDLW	Unused because on wrong tubes-recycled
1406	95625398	7CV9D	Unused because on wrong tubes-recycled
1407	83855358	19ZFK	Unused because on wrong tubes-recycled
1408	59567788	QKYIK	Unused because on wrong tubes-recycled
1409	16754751	B7L2E	Unused because on wrong tubes-recycled
1410	16223913	BZ7VY	Unused because on wrong tubes-recycled
1411	98161959	8VGP1	Unused because on wrong tubes-recycled
1412	62286489	R9U2G	Unused because on wrong tubes-recycled
1413	84234877	1EH7P	Unused because on wrong tubes-recycled
1414	64742177	SB2X8	Unused because on wrong tubes-recycled
1415	76527567	X6X2F	Unused because on wrong tubes-recycled
1416	82716748	ZL5E7	Unused because on wrong tubes-recycled
1417	91879416	56CBH	Unused because on wrong tubes-recycled
1418	35295334	HZX56	Unused because on wrong tubes-recycled
1419	17663735	CJTN3	Unused because on wrong tubes-recycled
1420	13515987	A2DLA	Unused because on wrong tubes-recycled
1421	58151248	QZBJP	Unused because on wrong tubes-recycled
1422	92718781	5HW3E	Unused because on wrong tubes-recycled
1423	14572936	BGPH7	Unused because on wrong tubes-recycled
1424	49793161	M492C	Unused because on wrong tubes-recycled
1425	81258875	YXEH6	Unused because on wrong tubes-recycled
1426	32627543	G3QN3	Unused because on wrong tubes-recycled
1427	61577235	R1A95	Unused because on wrong tubes-recycled
1428	58599182	Q6LG6	Unused because on wrong tubes-recycled
1429	37716743	IX7NZ	Unused because on wrong tubes-recycled
1430	39987622	JT559	Unused because on wrong tubes-recycled
1431	64769232	SCLUS	Unused because on wrong tubes-recycled
1432	97682857	8L7FS	Unused because on wrong tubes-recycled
1433	89731914	4DQ53	Unused because on wrong tubes-recycled
1434	27867533	FR9AE	Unused because on wrong tubes-recycled
1435	71241299	UN46J	Unused because on wrong tubes-recycled
1436	92686347	5HJP5	Unused because on wrong tubes-recycled
1437	66852515	T7P6A	Unused because on wrong tubes-recycled
1438	75684358	WSUNS	Unused because on wrong tubes-recycled
1439	88194482	3INYK	Unused because on wrong tubes-recycled
1440	64961836	SFUWY	Unused because on wrong tubes-recycled
1441	99257482	9MZKP	Unused because on wrong tubes-recycled
1442	87986575	3GR7S	Unused because on wrong tubes-recycled
1443	79431292	YGNE2	Unused because on wrong tubes-recycled
1444	58446254	Q4FVH	Unused because on wrong tubes-recycled
1445	26957892	FG3R3	Unused because on wrong tubes-recycled
1446	91237282	4KLL1	Unused because on wrong tubes-recycled
1447	79848948	YP7A8	Unused because on wrong tubes-recycled
1448	16536328	B4KAJ	Unused because on wrong tubes-recycled
1449	92329924	5AAEW	Unused because on wrong tubes-recycled
1450	85814962	2A2MR	Unused because on wrong tubes-recycled
1451	71531489	VWH1I	Unused because on wrong tubes-recycled
1452	13576373	A3BSH	Unused because on wrong tubes-recycled
1453	28127462	FT9GA	Unused because on wrong tubes-recycled
1454	23439735	D57QS	Unused because on wrong tubes-recycled
1455	24147321	EFN8T	Unused because on wrong tubes-recycled
1456	94276797	6FYBJ	Unused because on wrong tubes-recycled
1457	55728547	P1FJ5	Unused because on wrong tubes-recycled
1458	67752939	TK2G1	Unused because on wrong tubes-recycled
1459	17428581	CGRGX	Unused because on wrong tubes-recycled
1460	45919265	LMLHZ	Unused because on wrong tubes-recycled
1461	72867238	VFKEN	Unused because on wrong tubes-recycled
1462	63425763	SU4C9	Unused because on wrong tubes-recycled
1463	85421433	25DXJ	Unused because on wrong tubes-recycled
1464	38152466	I2L58	Unused because on wrong tubes-recycled
1465	73456594	VP4F4	Unused because on wrong tubes-recycled
1466	74887535	WDPRX	Unused because on wrong tubes-recycled
1467	22944796	DZ19K	Unused because on wrong tubes-recycled
1468	39359667	JK232	Unused because on wrong tubes-recycled
1469	45345159	KCQHV	Unused because on wrong tubes-recycled
1470	77336861	XHWGS	Unused because on wrong tubes-recycled
1471	97693137	8LKR6	Unused because on wrong tubes-recycled
1472	89788352	4ESN9	Unused because on wrong tubes-recycled
1473	11896159	AIFVW	Unused because on wrong tubes-recycled
1474	69727256	UFEN3	Unused because on wrong tubes-recycled
1475	41255861	JVZ3E	Unused because on wrong tubes-recycled
1476	57673175	QUF2Q	Unused because on wrong tubes-recycled
1477	48215967	LGP4A	Unused because on wrong tubes-recycled
1478	92199124	59JVN	Unused because on wrong tubes-recycled
1479	87588612	3AGH1	Unused because on wrong tubes-recycled
1480	86969945	2Y1HL	Unused because on wrong tubes-recycled
1481	35842475	H8FGW	Unused because on wrong tubes-recycled
1482	82331629	ZESHQ	Unused because on wrong tubes-recycled
1483	47783133	LA6E8	Unused because on wrong tubes-recycled
1484	45741517	KJK86	Unused because on wrong tubes-recycled
1485	41592358	JZGJM	Unused because on wrong tubes-recycled
1486	14659224	BHT4S	Unused because on wrong tubes-recycled
1487	68977553	U68FN	Unused because on wrong tubes-recycled
1488	64428826	S7IB7	Unused because on wrong tubes-recycled
1489	18437424	CS7RE	Unused because on wrong tubes-recycled
1490	74973318	WE3M2	Unused because on wrong tubes-recycled
1491	99117458	9J4VX	Unused because on wrong tubes-recycled
1492	72299829	V6M65	Unused because on wrong tubes-recycled
1493	43437637	KQ49R	Unused because on wrong tubes-recycled
1494	91198266	4JVNX	Unused because on wrong tubes-recycled
1495	44336475	K1E68	Unused because on wrong tubes-recycled
1496	81679394	Z6I29	Unused because on wrong tubes-recycled
1497	41163326	JTRD2	Unused because on wrong tubes-recycled
1498	65315362	SKNTS	Unused because on wrong tubes-recycled
1499	47276556	L3VF6	Unused because on wrong tubes-recycled
1500	11775668	AHZYN	Unused because on wrong tubes-recycled
1501	53689591	N8QX1	Unused because on wrong tubes-recycled
1502	46848236	LYBQ7	Unused because on wrong tubes-recycled
1503	42756828	JFEL4	Unused because on wrong tubes-recycled
1504	31272146	GLGHU	Unused because on wrong tubes-recycled
1505	72339914	V668A	Unused because on wrong tubes-recycled
1506	41535799	JYKGU	Unused because on wrong tubes-recycled
1507	53528615	N6DFX	Unused because on wrong tubes-recycled
1508	17564343	CIJW4	Unused because on wrong tubes-recycled
1509	12559414	AQ88J	Unused because on wrong tubes-recycled
1510	49361683	MXBJ3	Unused because on wrong tubes-recycled
1511	24923734	EPBT5	Unused because on wrong tubes-recycled
1512	63155689	RNT9R	Unused because on wrong tubes-recycled
1513	37577951	IVEWV	Unused because on wrong tubes-recycled
1514	35269795	HZI3E	Unused because on wrong tubes-recycled
1515	98767591	9FZ46	Unused because on wrong tubes-recycled
1516	12596253	ART1N	Unused because on wrong tubes-recycled
1517	66884816	T89LH	Unused because on wrong tubes-recycled
1518	39372785	JK7V5	Unused because on wrong tubes-recycled
1519	19272421	C2U21	Unused because on wrong tubes-recycled
1520	92284974	5AMQW	Unused because on wrong tubes-recycled
1521	98397176	87FQW	Unused because on wrong tubes-recycled
1522	64383853	S6X7T	Unused because on wrong tubes-recycled
1523	74451138	W6VCK	Unused because on wrong tubes-recycled
1524	43868795	KVQ9H	Unused because on wrong tubes-recycled
1525	98165969	8VS28	Unused because on wrong tubes-recycled
1526	43548567	KRG5S	Unused because on wrong tubes-recycled
1527	45477545	KEX4P	Unused because on wrong tubes-recycled
1528	41924571	J41CW	Unused because on wrong tubes-recycled
1529	72519751	V9TE8	Unused because on wrong tubes-recycled
1530	98426298	9ABMR	Unused because on wrong tubes-recycled
1531	17867634	CL9NJ	Unused because on wrong tubes-recycled
1532	31697536	GSY2G	Unused because on wrong tubes-recycled
1533	84569769	1KLZC	Unused because on wrong tubes-recycled
1534	13627598	A3YZG	Unused because on wrong tubes-recycled
1535	28749641	F2L5J	Unused because on wrong tubes-recycled
1536	56671318	PDHY4	Unused because on wrong tubes-recycled
1537	34121572	HLXCV	Unused because on wrong tubes-recycled
1538	68585527	UZWHY	Unused because on wrong tubes-recycled
1539	94476146	6JKEM	Unused because on wrong tubes-recycled
1540	17592198	CIX93	Unused because on wrong tubes-recycled
1541	26197157	E4KF2	Unused because on wrong tubes-recycled
1542	43673394	KT5PL	Unused because on wrong tubes-recycled
1543	21761451	DMVR4	Unused because on wrong tubes-recycled
1544	24227187	EGM5Y	Unused because on wrong tubes-recycled
1545	81698826	Z6TDF	Unused because on wrong tubes-recycled
1546	56853827	PGMTB	Unused because on wrong tubes-recycled
1547	29348126	F9KZJ	Unused because on wrong tubes-recycled
1548	74958159	WET4V	Unused because on wrong tubes-recycled
1549	85867633	2BY2W	Unused because on wrong tubes-recycled
1550	43755675	KU89G	Unused because on wrong tubes-recycled
1551	98487113	9BDXA	Unused because on wrong tubes-recycled
1552	44656931	K4AYM	Unused because on wrong tubes-recycled
1553	97235922	8DPW5	Unused because on wrong tubes-recycled
1554	37592636	IVL3K	Unused because on wrong tubes-recycled
1555	68916593	U57ZW	Unused because on wrong tubes-recycled
1556	24694687	ELGPZ	Unused because on wrong tubes-recycled
1557	52461557	NSEPT	Unused because on wrong tubes-recycled
1558	25728973	EYDSP	Unused because on wrong tubes-recycled
1559	79469559	YHJME	Unused because on wrong tubes-recycled
1560	36942175	INFVC	Unused because on wrong tubes-recycled
1561	88564755	3QZ2P	Unused because on wrong tubes-recycled
1562	72836963	VEWHM	Unused because on wrong tubes-recycled
1563	81715468	Z6XZD	Unused because on wrong tubes-recycled
1564	47192741	L2PMY	Unused because on wrong tubes-recycled
1565	79829443	YPTUY	Unused because on wrong tubes-recycled
1566	85923673	2CQ1Z	Unused because on wrong tubes-recycled
1567	44663569	K4DYB	Unused because on wrong tubes-recycled
1568	24392726	EIS7Q	Unused because on wrong tubes-recycled
1569	11685862	AGYEL	Unused because on wrong tubes-recycled
1570	54811389	PRCZ1	Unused because on wrong tubes-recycled
1571	53142617	N14GZ	Unused because on wrong tubes-recycled
1572	87424771	37RKT	Unused because on wrong tubes-recycled
1573	26459319	E8B93	Unused because on wrong tubes-recycled
1574	61442514	RYEF6	Unused because on wrong tubes-recycled
1575	91311678	4LZFQ	Unused because on wrong tubes-recycled
1576	79749565	YM16V	Unused because on wrong tubes-recycled
1577	62442361	RBAPX	Unused because on wrong tubes-recycled
1578	31577975	GQCES	Unused because on wrong tubes-recycled
1579	82732636	ZMNL3	Unused because on wrong tubes-recycled
1580	35768644	H7DRN	Unused because on wrong tubes-recycled
1581	77615842	XM3EZ	Unused because on wrong tubes-recycled
1582	43939623	KWMSE	Unused because on wrong tubes-recycled
1583	18134729	CNAM4	Unused because on wrong tubes-recycled
1584	37287144	IRNHQ	Unused because on wrong tubes-recycled
1585	77479569	XKNVS	Unused because on wrong tubes-recycled
1586	91482288	4Q5J1	Unused because on wrong tubes-recycled
1587	79169436	YB9V3	Unused because on wrong tubes-recycled
1588	88419482	3MSZL	Unused because on wrong tubes-recycled
1589	65797299	TVIGL	Unused because on wrong tubes-recycled
1590	85233625	1ZN34	Unused because on wrong tubes-recycled
1591	26327669	E6BPK	Unused because on wrong tubes-recycled
1592	81819468	Z8IPI	Unused because on wrong tubes-recycled
1593	91478972	4Q3K7	Unused because on wrong tubes-recycled
1594	95299264	66MX5	Unused because on wrong tubes-recycled
1595	14822423	BJTRB	Unused because on wrong tubes-recycled
1596	63986641	S2PR4	Unused because on wrong tubes-recycled
1597	94397739	6H9JP	Unused because on wrong tubes-recycled
1598	23879946	DBW9E	Unused because on wrong tubes-recycled
1599	87748379	3CUU7	Unused because on wrong tubes-recycled
1600	31619592	GRTLR	Unused because on wrong tubes-recycled
1601	44592491	K3GGY	Unused because on wrong tubes-recycled
1602	31637287	GR2YT	Unused because on wrong tubes-recycled
1603	97452721	8HLD5	Unused because on wrong tubes-recycled
1604	22813396	DXBXC	Unused because on wrong tubes-recycled
1605	65328724	SKVPR	Unused because on wrong tubes-recycled
1606	36175179	HB2J9	Unused because on wrong tubes-recycled
1607	34528912	HRYG1	Unused because on wrong tubes-recycled
1608	95937497	7IJX9	Unused because on wrong tubes-recycled
1609	84485128	1IU51	Unused because on wrong tubes-recycled
1610	51697139	MFCW3	Unused because on wrong tubes-recycled
1611	63291275	RR5K7	Unused because on wrong tubes-recycled
1612	41956188	J5IBZ	Unused because on wrong tubes-recycled
1613	13457598	A1K7W	Unused because on wrong tubes-recycled
1614	52355813	NR1VV	Unused because on wrong tubes-recycled
1615	45352315	KCUDV	Unused because on wrong tubes-recycled
1616	19836626	CA7T7	Unused because on wrong tubes-recycled
1617	15294219	BNLUG	Unused because on wrong tubes-recycled
1618	76179746	X23EQ	Unused because on wrong tubes-recycled
1619	35116746	HXCC5	Unused because on wrong tubes-recycled
1620	12558853	AQ8Y4	Unused because on wrong tubes-recycled
1621	39421138	JLRW7	Unused because on wrong tubes-recycled
1622	94393976	6H5TZ	Unused because on wrong tubes-recycled
1623	92898381	5LRZ6	Unused because on wrong tubes-recycled
1624	15349661	BP9ZZ	Unused because on wrong tubes-recycled
1625	16791664	B8996	Unused because on wrong tubes-recycled
1626	85972553	2DNUV	Unused because on wrong tubes-recycled
1627	58853726	QAFR1	Unused because on wrong tubes-recycled
1628	78296838	Y1784	Unused because on wrong tubes-recycled
1629	62854599	RJLYC	Unused because on wrong tubes-recycled
1630	21734855	DLHI5	Unused because on wrong tubes-recycled
1631	39764255	JQ84U	Unused because on wrong tubes-recycled
1632	91924652	56U5X	Unused because on wrong tubes-recycled
1633	31557295	GQ254	Unused because on wrong tubes-recycled
1634	38196598	I3CZ7	Unused because on wrong tubes-recycled
1635	79499654	YH1MR	Unused because on wrong tubes-recycled
1636	97443899	8HIKT	Unused because on wrong tubes-recycled
1637	72361384	V7HUF	Unused because on wrong tubes-recycled
1638	42852654	JH2NS	Unused because on wrong tubes-recycled
1639	64297117	S5PU6	Unused because on wrong tubes-recycled
1640	84281431	1EEG2	Unused because on wrong tubes-recycled
1641	64898484	SESHZ	Unused because on wrong tubes-recycled
1642	45527711	KFQY1	Unused because on wrong tubes-recycled
1643	95862359	7G2P9	Unused because on wrong tubes-recycled
1644	41696244	J1W6I	Unused because on wrong tubes-recycled
1645	85828327	2BDZ6	Unused because on wrong tubes-recycled
1646	12638759	AR9QD	Unused because on wrong tubes-recycled
1647	43537315	KRBQW	Unused because on wrong tubes-recycled
1648	83931244	1A215	Unused because on wrong tubes-recycled
1649	49762151	M3QBI	Unused because on wrong tubes-recycled
1650	34418989	HPNCP	Unused because on wrong tubes-recycled
1651	45853433	LMU7Z	Unused because on wrong tubes-recycled
1652	55383278	PXEIU	Unused because on wrong tubes-recycled
1653	91273225	4KB48	Unused because on wrong tubes-recycled
1654	59713597	QNZG3	Unused because on wrong tubes-recycled
1655	41724248	J27ZG	Unused because on wrong tubes-recycled
1656	51838254	MIU56	Unused because on wrong tubes-recycled
1657	23356867	D3179	Unused because on wrong tubes-recycled
1658	88443312	3M745	Unused because on wrong tubes-recycled
1659	75382499	WKXG1	Unused because on wrong tubes-recycled
1660	75929817	XYW7K	Unused because on wrong tubes-recycled
1661	85538896	264JK	Unused because on wrong tubes-recycled
1662	69528492	UC1IY	Unused because on wrong tubes-recycled
1663	78129723	XVWDW	Unused because on wrong tubes-recycled
1664	28564573	FZ46K	Unused because on wrong tubes-recycled
1665	86929169	2W7B2	Unused because on wrong tubes-recycled
1666	21873434	DNCK3	Unused because on wrong tubes-recycled
1667	61811289	R4DZA	Unused because on wrong tubes-recycled
1668	85339816	249I1	Unused because on wrong tubes-recycled
1669	14516881	BFWTC	Unused because on wrong tubes-recycled
1670	18683148	CVHU4	Unused because on wrong tubes-recycled
1671	67929679	TPTUU	Unused because on wrong tubes-recycled
1672	72262353	V52RY	Unused because on wrong tubes-recycled
1673	87962452	3F9D6	Unused because on wrong tubes-recycled
1674	36118915	HA2KN	Unused because on wrong tubes-recycled
1675	78822359	Y8H6C	Unused because on wrong tubes-recycled
1676	47661962	L9HKJ	Unused because on wrong tubes-recycled
1677	32996873	G9D1L	Unused because on wrong tubes-recycled
1678	52932299	NYJTK	Unused because on wrong tubes-recycled
1679	81679848	Z6IBV	Unused because on wrong tubes-recycled
1680	29587462	FDJZ1	Unused because on wrong tubes-recycled
1681	92512579	5D7AM	Unused because on wrong tubes-recycled
1682	54675727	NNHV9	Unused because on wrong tubes-recycled
1683	98149562	8V4E1	Unused because on wrong tubes-recycled
1684	34773155	HU8BD	Unused because on wrong tubes-recycled
1685	91946738	5799V	Unused because on wrong tubes-recycled
1686	35156412	HYZIU	Unused because on wrong tubes-recycled
1687	59357811	QGY2U	Unused because on wrong tubes-recycled
1688	86481635	2K8AH	Unused because on wrong tubes-recycled
1689	84786178	1PAKL	Unused because on wrong tubes-recycled
1690	86553254	2MT7B	Unused because on wrong tubes-recycled
1691	92629983	5FBSW	Unused because on wrong tubes-recycled
1692	95456639	7AHX3	Unused because on wrong tubes-recycled
1693	85733254	29TZE	Unused because on wrong tubes-recycled
1694	34143652	HL83B	Unused because on wrong tubes-recycled
1695	77257114	XGN6L	Unused because on wrong tubes-recycled
1696	32556761	G2RR5	Unused because on wrong tubes-recycled
1697	86268896	2G24P	Unused because on wrong tubes-recycled
1698	83532396	158JH	Unused because on wrong tubes-recycled
1699	15485539	BR3ZS	Unused because on wrong tubes-recycled
1700	26789214	EDE69	Unused because on wrong tubes-recycled
1701	46451862	LT8W9	Unused because on wrong tubes-recycled
1702	84871791	1RCSW	Unused because on wrong tubes-recycled
1703	97628852	8KYJM	Unused because on wrong tubes-recycled
1704	11453831	AD6PT	Unused because on wrong tubes-recycled
1705	78521152	Y48EF	Unused because on wrong tubes-recycled
1706	55216979	PVASC	Unused because on wrong tubes-recycled
1707	32942995	G8FHT	Unused because on wrong tubes-recycled
1708	53836639	NAWCY	Unused because on wrong tubes-recycled
1709	43776365	KUIJB	Unused because on wrong tubes-recycled
1710	18714842	CVT8P	Unused because on wrong tubes-recycled
1711	24595838	EK7MI	Unused because on wrong tubes-recycled
1712	12417577	ANCVZ	Unused because on wrong tubes-recycled
1713	95919528	7H1UV	Unused because on wrong tubes-recycled
1714	53488653	N5UZG	Unused because on wrong tubes-recycled
1715	14414525	BESCX	Unused because on wrong tubes-recycled
1716	13212873	AXDB3	Unused because on wrong tubes-recycled
1717	96998757	8BLQJ	Unused because on wrong tubes-recycled
1718	15593193	BSBRU	Unused because on wrong tubes-recycled
1719	17652418	CJN11	Unused because on wrong tubes-recycled
1720	21586277	DKNCV	Unused because on wrong tubes-recycled
1721	94793785	6RSU5	Unused because on wrong tubes-recycled
1722	37188445	IQEQJ	Unused because on wrong tubes-recycled
1723	98853691	9HKVZ	Unused because on wrong tubes-recycled
1724	36891266	INUT1	Unused because on wrong tubes-recycled
1725	71595919	VXG22	Unused because on wrong tubes-recycled
1726	32831853	G6P2A	Unused because on wrong tubes-recycled
1727	61353225	RX7QB	Unused because on wrong tubes-recycled
1728	45171284	K9Z5F	Unused because on wrong tubes-recycled
1729	44829759	K6J2W	Unused because on wrong tubes-recycled
1730	71923719	V2RSN	Unused because on wrong tubes-recycled
1731	93215837	5QACL	Unused because on wrong tubes-recycled
1732	97256735	8D2QY	Unused because on wrong tubes-recycled
1733	95143256	6Y15E	Unused because on wrong tubes-recycled
1734	27617228	FN4D5	Unused because on wrong tubes-recycled
1735	54186385	NE5DN	Unused because on wrong tubes-recycled
1736	44312167	K148P	Unused because on wrong tubes-recycled
1737	24972887	EQ2EP	Unused because on wrong tubes-recycled
1738	95867113	7G6VX	Unused because on wrong tubes-recycled
1739	89348712	47NMS	Unused because on wrong tubes-recycled
1740	69492884	UCKEN	Unused because on wrong tubes-recycled
1741	59711365	QNXT7	Unused because on wrong tubes-recycled
1742	97252117	8DY73	Unused because on wrong tubes-recycled
1743	52884498	NY1YH	Unused because on wrong tubes-recycled
1744	85818573	2A5KN	Unused because on wrong tubes-recycled
1745	64349761	S6E44	Unused because on wrong tubes-recycled
1746	26243498	E56FY	Unused because on wrong tubes-recycled
1747	38961998	IEQWE	Unused because on wrong tubes-recycled
1748	36391639	HFND5	Unused because on wrong tubes-recycled
1749	57247697	PLCD8	Unused because on wrong tubes-recycled
1750	96797872	75AHX	Unused because on wrong tubes-recycled
1751	99831689	959JV	Unused because on wrong tubes-recycled
1752	29197872	F7IV6	Unused because on wrong tubes-recycled
1753	86181272	2FKME	Unused because on wrong tubes-recycled
1754	89391879	48F9E	Unused because on wrong tubes-recycled
1755	38995849	IFGC1	Unused because on wrong tubes-recycled
1756	89985678	4H5I2	Unused because on wrong tubes-recycled
1757	72993766	VHVEJ	Unused because on wrong tubes-recycled
1758	69427796	UBGRT	Unused because on wrong tubes-recycled
1759	22566145	DUCMH	Unused because on wrong tubes-recycled
1760	32947592	G8HZF	Unused because on wrong tubes-recycled
1761	18922489	CYFJF	Unused because on wrong tubes-recycled
1762	88362441	3LRU1	Unused because on wrong tubes-recycled
1763	27241346	FIBYF	Unused because on wrong tubes-recycled
1764	52647431	NUR8T	Unused because on wrong tubes-recycled
1765	33821298	HJKK2	Unused because on wrong tubes-recycled
1766	34496517	HQLUA	Unused because on wrong tubes-recycled
1767	46114339	LPU93	Unused because on wrong tubes-recycled
1768	71672868	VYG45	Unused because on wrong tubes-recycled
1769	13865229	A7HUR	Unused because on wrong tubes-recycled
1770	72613496	VBDJQ	Unused because on wrong tubes-recycled
1771	63794776	SZ3BM	Unused because on wrong tubes-recycled
1772	84612668	1K6W3	Unused because on wrong tubes-recycled
1773	78471476	Y3JTL	Unused because on wrong tubes-recycled
1774	85176327	1XNTW	Unused because on wrong tubes-recycled
1775	91959734	57GID	Unused because on wrong tubes-recycled
1776	52149782	MM7TY	Unused because on wrong tubes-recycled
1777	18211862	CP716	Unused because on wrong tubes-recycled
1778	75671961	WRAPU	Unused because on wrong tubes-recycled
1779	57722993	QV2JU	Unused because on wrong tubes-recycled
1780	66331176	T25LB	Unused because on wrong tubes-recycled
1781	74724545	WAYLR	Unused because on wrong tubes-recycled
1782	45436789	KDAR4	Unused because on wrong tubes-recycled
1783	62361419	RAXK3	Unused because on wrong tubes-recycled
1784	24152297	EFQDX	Unused because on wrong tubes-recycled
1785	13591565	A3I4K	Unused because on wrong tubes-recycled
1786	78732543	Y7BIL	Unused because on wrong tubes-recycled
1787	99172487	9KCVY	Unused because on wrong tubes-recycled
1788	49476312	MYTUZ	Unused because on wrong tubes-recycled
1789	82195873	ZCVZ4	Unused because on wrong tubes-recycled
1790	26458366	E8BR6	Unused because on wrong tubes-recycled
1791	54371343	NIK41	Unused because on wrong tubes-recycled
1792	72829123	VESYJ	Unused because on wrong tubes-recycled
1793	27331364	FJFIR	Unused because on wrong tubes-recycled
1794	28985357	F5TGY	Unused because on wrong tubes-recycled
1795	72187815	V59FI	Unused because on wrong tubes-recycled
1796	46761273	LX6CB	Unused because on wrong tubes-recycled
1797	96365834	7PDLU	Unused because on wrong tubes-recycled
1798	66143755	TYQDS	Unused because on wrong tubes-recycled
1799	96166978	7KX4Q	Unused because on wrong tubes-recycled
1800	24392348	EISYS	Unused because on wrong tubes-recycled
1801	62277931	R9PGL	Unused because on wrong tubes-recycled
1802	53759286	N9RUR	Unused because on wrong tubes-recycled
1803	37939848	I14G1	Unused because on wrong tubes-recycled
1804	89748941	4D29L	Unused because on wrong tubes-recycled
1805	58927391	QBDZV	Unused because on wrong tubes-recycled
1806	48298616	LHFT4	Unused because on wrong tubes-recycled
1807	21686813	DLYBP	Unused because on wrong tubes-recycled
1808	71451266	UUV1X	Unused because on wrong tubes-recycled
1809	82696414	ZLX56	Unused because on wrong tubes-recycled
1810	24512278	EJZXN	Unused because on wrong tubes-recycled
1811	64812589	SC6G3	Unused because on wrong tubes-recycled
1812	33641827	GFV7R	Unused because on wrong tubes-recycled
1813	25387322	EU3RG	Unused because on wrong tubes-recycled
1814	23426945	D4XAY	Unused because on wrong tubes-recycled
1815	98827291	9GXQY	Unused because on wrong tubes-recycled
1816	34992551	HX7DJ	Unused because on wrong tubes-recycled
1817	35739787	H6U5T	Unused because on wrong tubes-recycled
1818	95382798	79EVC	Unused because on wrong tubes-recycled
1819	26854569	EEGU5	Unused because on wrong tubes-recycled
1820	88933437	3X6JK	Unused because on wrong tubes-recycled
1821	27144155	FH5JG	Unused because on wrong tubes-recycled
1822	48429686	LKU49	Unused because on wrong tubes-recycled
1823	37297791	ISVBE	Unused because on wrong tubes-recycled
1824	22369951	DS12K	Unused because on wrong tubes-recycled
1825	64753719	SCDXF	Unused because on wrong tubes-recycled
1826	41412564	JX1IG	Unused because on wrong tubes-recycled
1827	47539346	L7KMF	Unused because on wrong tubes-recycled
1828	93557176	52CJX	Unused because on wrong tubes-recycled
1829	94936487	6UDGW	Unused because on wrong tubes-recycled
1830	56219365	P6LJV	Unused because on wrong tubes-recycled
1831	19668791	C8MPH	Unused because on wrong tubes-recycled
1832	33781412	HI6IP	Unused because on wrong tubes-recycled
1833	91547116	4SWGI	Unused because on wrong tubes-recycled
1834	12942797	AV9XV	Unused because on wrong tubes-recycled
1835	46812531	LXQH5	Unused because on wrong tubes-recycled
1836	45339189	KCNRC	Unused because on wrong tubes-recycled
1837	34746495	HTT6V	Unused because on wrong tubes-recycled
1838	15739331	BU6ZS	Unused because on wrong tubes-recycled
1839	24723817	EMR8H	Unused because on wrong tubes-recycled
1840	48114864	LETTY	Unused because on wrong tubes-recycled
1841	53799434	NAHTG	Unused because on wrong tubes-recycled
1842	47695375	L9ZRX	Unused because on wrong tubes-recycled
1843	27123296	FHUAD	Unused because on wrong tubes-recycled
1844	28347978	FW59N	Unused because on wrong tubes-recycled
1845	26391842	E7C22	Unused because on wrong tubes-recycled
1846	26285894	E5RUC	Unused because on wrong tubes-recycled
1847	91526986	4R69N	Unused because on wrong tubes-recycled
1848	14872582	BJIH7	Unused because on wrong tubes-recycled
1849	96978485	8BC3C	Unused because on wrong tubes-recycled
1850	33175866	GAFS2	Unused because on wrong tubes-recycled
1851	34619284	HS4XY	Unused because on wrong tubes-recycled
1852	48384819	LJZQ3	Unused because on wrong tubes-recycled
1853	48449731	LK512	Unused because on wrong tubes-recycled
